"","UID","Chores","Hobbies","TV","Sports","Exercise"
"6063","99573955","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6064","99573956","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6065","99573957","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"6066","99573958","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"6067","99573959","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6068","99573992","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6069","99573998","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"6070","99573999","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6071","99574097","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6072","99574116","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"6073","99574118","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6074","99574130","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6075","99574137","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6076","99574199","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times"
"6077","99574211","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6078","99574339","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6079","99574391","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"6080","99574415","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6081","99574437","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6082","99574499","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6083","99574538","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"6084","99574615","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"6085","99574619","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6086","99574644","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"6087","99574686","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6088","99574729","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6089","99574749","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"6090","99574804","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6091","99574808","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6092","99574899","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6093","99574912","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"6094","99574996","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6095","99575001","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"6096","99575013","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6097","99575014","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"6098","99575018","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6099","99575019","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6100","99575031","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all"
"6101","99575034","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6102","99575038","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6103","99575068","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"6104","99575081","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6105","99575082","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6106","99575087","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6107","99575090","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6108","99575096","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6109","99575118","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"6110","99575130","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6111","99575131","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6112","99575134","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all"
"6113","99575153","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6114","99575154","(0) Not at all","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(0) Not at all"
"6115","99575157","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6116","99575179","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6117","99575185","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"6118","99575186","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6119","99575216","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6120","99575236","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6121","99575237","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"6122","99575240","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6123","99575242","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6124","99575245","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6125","99575248","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6126","99575253","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"6127","99575259","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6128","99575260","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6129","99575291","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all"
"6130","99575305","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(0) Not at all"
"6131","99575329","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6132","99575335","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6133","99575381","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6134","99575400","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"6135","99575405","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6136","99575470","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6137","99575473","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times"
"6138","99575529","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6139","99575579","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"6140","99575621","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6141","99575626","(3) 5 or more times","(0) Not at all","(0) Not at all","(0) Not at all","(0) Not at all"
"6142","99575672","(2) 3 or 4 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times"
"6143","99575801","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6144","99575805","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6145","99575871","(1) 1 or 2 times","(0) Not at all","(0) Not at all","(0) Not at all","(3) 5 or more times"
"6146","99575879","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(0) Not at all"
"6147","99575903","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"6148","99575906","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6149","99575909","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6150","99575930","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times"
"6151","99575940","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6152","99575941","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6153","99575943","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6154","99575946","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"6155","99575947","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6156","99575948","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6157","99575949","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(0) Not at all"
"6158","99575993","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6159","99576001","(0) Not at all","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6160","99576007","(2) 3 or 4 times","(0) Not at all","(0) Not at all","(0) Not at all","(2) 3 or 4 times"
"6161","99576009","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6162","99576011","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6163","99576055","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6164","99576112","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"6165","99576146","(2) 3 or 4 times","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times"
"6166","99576168","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6167","99576206","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"6168","99576262","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6169","99576324","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6170","99576343","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times"
"6171","99576347","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6172","99576364","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6173","99576456","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6174","99576466","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"6175","99576504","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times"
"6176","99576542","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6177","99576544","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"6178","99576578","(2) 3 or 4 times","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times"
"6179","99576580","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(1) 1 or 2 times"
"6180","99576581","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
"6181","99576589","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6182","99576705","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(0) Not at all"
"6183","99576818","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6184","99576843","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6185","99576906","(2) 3 or 4 times","(0) Not at all","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6186","99576912","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(0) Not at all","(1) 1 or 2 times"
"6187","99576925","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"6188","99576938","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times"
"6189","99576944","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6190","99576947","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times"
"6191","99576968","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(0) Not at all"
"6192","99576983","(1) 1 or 2 times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(1) 1 or 2 times"
"6193","99577050","(2) 3 or 4 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times","(1) 1 or 2 times"
"6194","99577113","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6195","99577120","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times"
"6196","99577121","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(0) Not at all","(2) 3 or 4 times"
"6197","99577123","(2) 3 or 4 times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6198","99577127","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(2) 3 or 4 times"
"6199","99577152","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6200","99577228","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times"
"6201","99577229","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6202","99577250","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times"
"6203","99577265","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6204","99577285","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"6205","99577322","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"6206","99577358","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times"
"6207","99577360","(3) 5 or more times","(3) 5 or more times","(3) 5 or more times","(2) 3 or 4 times","(1) 1 or 2 times"
"6208","99577480","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times"
"6209","99577517","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6210","99577550","(0) Not at all","(0) Not at all","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all"
"6211","99577558","(2) 3 or 4 times","(1) 1 or 2 times","(2) 3 or 4 times","(0) Not at all","(1) 1 or 2 times"
"6212","99577589","(3) 5 or more times","(0) Not at all","(3) 5 or more times","(0) Not at all","(3) 5 or more times"
"6213","99577655","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(0) Not at all"
"6214","99577658","(1) 1 or 2 times","(1) 1 or 2 times","(2) 3 or 4 times","(1) 1 or 2 times","(3) 5 or more times"
"6215","99577686","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(3) 5 or more times"
"6216","99577812","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times","(1) 1 or 2 times","(3) 5 or more times"
"6217","99577882","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(3) 5 or more times"
"6218","99577920","(1) 1 or 2 times","(3) 5 or more times","(2) 3 or 4 times","(3) 5 or more times","(3) 5 or more times"
"6219","99577923","(3) 5 or more times","(1) 1 or 2 times","(1) 1 or 2 times","(0) Not at all","(2) 3 or 4 times"
"6220","99577928","(2) 3 or 4 times","(3) 5 or more times","(2) 3 or 4 times","(0) Not at all","(3) 5 or more times"
"6221","99577988","(2) 3 or 4 times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(2) 3 or 4 times"
"6222","99578019","(3) 5 or more times","(3) 5 or more times","(1) 1 or 2 times","(2) 3 or 4 times","(3) 5 or more times"
